E00269,D00001,C00050,5
E00270,D00001,C00428,8
E00271,D00001,C00386,9
E00272,D00001,C00162,10
E00273,D00001,C00098,9
E00274,D00001,C00163,6
E00275,D00001,C00160,7
E00276,D00001,C00263,4
E00277,D00001,C00216,7
E00278,D00001,C00119,7
E00279,D00001,C00289,6
E00280,D00001,C00434,7
E00281,D00001,C00230,5
E00282,D00001,C00244,6
E00283,D00001,C00228,9
E00284,D00001,C00406,9
E00285,D00002,C00433,4
E00286,D00002,C00078,8
E00287,D00002,C00364,10
E00288,D00002,C00203,9
E00289,D00002,C00166,8
E00290,D00002,C00103,7
E00291,D00002,C00094,6
E00292,D00002,C00182,10
E00293,D00002,C00185,9
E00294,D00002,C00269,6
E00295,D00002,C00430,9
E00296,D00002,C00134,10
E00297,D00002,C00461,9
E00298,D00002,C00076,5
E00299,D00002,C00246,6
E00300,D00002,C00467,9
E00301,D00002,C00275,6
E00302,D00002,C00197,5
E00303,D00002,C00453,10
E00304,D00002,C00002,4
E00305,D00002,C00139,10
E00306,D00002,C00463,8
E00307,D00002,C00199,10
E00308,D00002,C00149,10
E00309,D00002,C00036,5
E00310,D00002,C00395,4
E00311,D00002,C00361,6
E00312,D00002,C00109,4
E00313,D00002,C00157,10
E00314,D00002,C00354,8
E00315,D00002,C00295,8
E00316,D00002,C00271,6
E00317,D00002,C00292,6
E00318,D00002,C00349,4
E00319,D00002,C00183,8
E00320,D00002,C00284,10
E00321,D00002,C00374,9
E00322,D00002,C00390,8
E00323,D00002,C00146,9
E00324,D00002,C00020,5
E00325,D00002,C00278,5
E00326,D00002,C00208,7
E00327,D00002,C00242,7
E00328,D00002,C00148,5
E00329,D00002,C00357,6
E00330,D00002,C00272,9
E00331,D00002,C00376,4
E00332,D00002,C00440,8
E00333,D00002,C00210,8
E00334,D00002,C00106,4
E00335,D00002,C00044,6
E00336,D00002,C00321,7
E00337,D00002,C00032,9
E00338,D00002,C00050,6
E00339,D00002,C00425,5
E00340,D00002,C00400,4
E00341,D00002,C00471,7
E00342,D00002,C00145,4
E00343,D00002,C00452,4
E00344,D00002,C00059,7
E00345,D00002,C00184,5
E00346,D00002,C00186,5
E00347,D00002,C00456,7
E00348,D00002,C00336,6
E00349,D00002,C00391,7
E00350,D00002,C00368,4
E00351,D00002,C00445,9
E00352,D00002,C00216,10
E00353,D00002,C00060,4
E00354,D00002,C00122,10
E00355,D00002,C00178,4
E00356,D00002,C00287,4
E00357,D00002,C00218,9
E00358,D00002,C00204,5
E00359,D00002,C00097,10
E00360,D00002,C00350,5
E00361,D00002,C00138,5
E00362,D00002,C00401,5
E00363,D00002,C00153,5
E00364,D00002,C00323,5
E00365,D00002,C00324,6
E00366,D00002,C00173,9
E00367,D00002,C00410,9
E00368,D00002,C00056,5
E00369,D00002,C00019,8
E00370,D00002,C00191,5
E00371,D00002,C00319,7
E00372,D00002,C00371,7
E00373,D00002,C00120,4
E00374,D00002,C00300,8
E00375,D00002,C00253,4
E00376,D00002,C00119,4
E00377,D00002,C00179,5
E00378,D00002,C00289,4
E00379,D00002,C00011,5
E00380,D00002,C00447,9
E00381,D00002,C00243,5
E00382,D00002,C00462,8
E00383,D00002,C00396,4
E00384,D00002,C00255,6
E00385,D00002,C00167,4
E00386,D00002,C00083,10
E00387,D00002,C00394,8
E00388,D00002,C00320,4
E00389,D00002,C00474,4
E00390,D00002,C00018,7
E00391,D00002,C00355,9
E00392,D00002,C00294,4
E00393,D00002,C00087,4
E00394,D00002,C00455,5
E00395,D00002,C00397,6
E00396,D00002,C00029,5
E00397,D00002,C00429,8
E00398,D00002,C00211,5
E00399,D00002,C00091,6
E00400,D00002,C00165,9
E00401,D00002,C00126,8
E00402,D00002,C00054,9
E00403,D00002,C00082,4
E00404,D00002,C00245,5
E00405,D00002,C00312,6
E00406,D00002,C00226,7
E00407,D00002,C00421,6
E00408,D00002,C00389,6
E00409,D00002,C00071,8
E00410,D00002,C00345,4
E00411,D00002,C00464,7
E00412,D00002,C00238,7
E00413,D00002,C00367,10
E00414,D00002,C00384,7
E00415,D00002,C00221,6
E00416,D00002,C00363,7
E00417,D00002,C00408,5
E00418,D00002,C00215,6
E00419,D00002,C00084,5
E00420,D00002,C00111,7
E00421,D00002,C00234,9
E00422,D00002,C00176,9
E00423,D00002,C00343,10
E00424,D00002,C00090,6
E00425,D00002,C00048,4
E00426,D00002,C00079,10
E00427,D00002,C00436,5
E00428,D00002,C00427,5
E00429,D00002,C00009,5
E00430,D00002,C00093,8
E00431,D00002,C00417,4
E00432,D00002,C00347,9
E00433,D00002,C00317,9
E00434,D00002,C00017,9
E00435,D00002,C00228,9
E00436,D00002,C00356,9
E00437,D00002,C00115,5
E00438,D00002,C00372,6
E00439,D00002,C00042,5
E00440,D00002,C00263,7
E00441,D00002,C00212,8
E00442,D00002,C00172,10
E00443,D00002,C00413,4
E00444,D00002,C00169,6
E00445,D00002,C00309,10
E00446,D00002,C00468,9
E00447,D00002,C00180,10
E00448,D00002,C00223,8
E00449,D00002,C00008,10
E00450,D00002,C00072,4
E00451,D00002,C00069,10
E00452,D00002,C00098,8
E00453,D00002,C00346,6
E00454,D00002,C00035,5
E00455,D00002,C00419,4
E00456,D00002,C00175,6
E00457,D00002,C00174,4
E00458,D00002,C00187,9
E00459,D00002,C00254,7
E00460,D00002,C00012,4
E00461,D00002,C00046,5
E00462,D00002,C00219,6
E00463,D00002,C00420,6
E00464,D00002,C00274,6
E00465,D00002,C00472,5
E00466,D00002,C00057,8
E00467,D00002,C00150,6
E00468,D00002,C00214,6
E00469,D00002,C00407,4
E00470,D00002,C00117,5
E00471,D00002,C00100,7
E00472,D00002,C00288,10
E00473,D00002,C00027,6
E00474,D00002,C00236,7
E00475,D00002,C00424,8
E00476,D00002,C00033,7
E00477,D00002,C00026,9
E00478,D00002,C00049,6
E00479,D00002,C00432,10
E00480,D00002,C00333,4
E00481,D00002,C00277,10
E00482,D00002,C00404,7
E00483,D00002,C00382,8
E00484,D00002,C00135,7
E00485,D00002,C00369,4
E00486,D00002,C00388,6
E00487,D00002,C00038,5
E00488,D00002,C00279,10
E00489,D00002,C00273,10
E00490,D00002,C00339,5
E00491,D00002,C00040,10
E00492,D00002,C00168,9
E00493,D00002,C00105,8
E00494,D00002,C00077,7
E00495,D00002,C00159,7
E00496,D00002,C00332,9
E00497,D00002,C00003,8
E00498,D00002,C00362,5
E00499,D00002,C00066,6
E00500,D00002,C00366,5
E00501,D00002,C00301,8
E00502,D00002,C00164,6
E00503,D00002,C00158,5
E00504,D00002,C00206,5
E00505,D00002,C00377,6
E00506,D00002,C00378,8
E00507,D00002,C00110,10
E00508,D00002,C00194,9
E00509,D00002,C00260,10
E00510,D00003,C00390,8
E00511,D00003,C00018,7
E00512,D00003,C00220,5
E00513,D00003,C00399,6
E00514,D00003,C00311,8
E00515,D00003,C00435,8
E00516,D00003,C00245,10
E00517,D00003,C00338,7
E00518,D00003,C00244,7
E00519,D00003,C00179,5
E00520,D00003,C00230,4
E00521,D00003,C00191,6
E00522,D00003,C00283,5
E00523,D00003,C00195,7
E00524,D00003,C00198,10
E00525,D00003,C00105,8
E00526,D00003,C00382,8
E00527,D00003,C00461,7
E00528,D00003,C00389,8
E00529,D00003,C00328,5
E00530,D00003,C00300,10
E00531,D00003,C00164,8
E00532,D00003,C00252,5
E00533,D00003,C00023,10
E00534,D00003,C00145,7
E00535,D00003,C00178,4
E00536,D00003,C00201,7
E00537,D00003,C00317,8
E00538,D00003,C00087,10
E00539,D00004,C00073,10
E00540,D00004,C00050,6
E00541,D00004,C00002,10
E00542,D00004,C00327,9
E00543,D00004,C00146,8
E00544,D00004,C00474,7
E00545,D00004,C00227,10
E00546,D00004,C00278,7
E00547,D00004,C00039,10
E00548,D00004,C00172,5
E00549,D00004,C00137,9
E00550,D00004,C00470,7
E00551,D00004,C00195,8
E00552,D00004,C00241,8
E00553,D00004,C00401,10
E00554,D00004,C00424,6
E00555,D00004,C00374,8
E00556,D00004,C00105,7
E00557,D00004,C00110,7
E00558,D00004,C00001,6
E00559,D00004,C00148,7
E00560,D00004,C00225,8
E00561,D00004,C00414,6
E00562,D00004,C00038,7
E00563,D00004,C00089,7
E00564,D00004,C00445,8
E00565,D00004,C00387,5
E00566,D00004,C00354,10
E00567,D00004,C00095,10
E00568,D00004,C00183,6
E00569,D00004,C00378,5
E00570,D00004,C00223,5
E00571,D00004,C00268,8
E00572,D00004,C00078,9
E00573,D00004,C00117,9
E00574,D00004,C00230,7
E00575,D00004,C00273,10
E00576,D00004,C00350,9
E00577,D00004,C00444,7
E00578,D00004,C00147,9
E00579,D00004,C00455,6
E00580,D00004,C00229,8
E00581,D00004,C00180,4
E00582,D00004,C00077,8
E00583,D00004,C00106,4
E00584,D00004,C00344,10
E00585,D00004,C00403,10
E00586,D00004,C00279,7
E00587,D00004,C00382,10
E00588,D00004,C00471,4
E00589,D00004,C00337,10
E00590,D00004,C00316,7
E00591,D00004,C00443,5
E00592,D00004,C00013,7
E00593,D00004,C00033,9
E00594,D00004,C00041,7
E00595,D00004,C00358,10
E00596,D00004,C00108,6
E00597,D00004,C00130,8
E00598,D00004,C00423,7
E00599,D00004,C00402,5
E00600,D00004,C00178,9
E00601,D00004,C00197,8
E00602,D00004,C00003,5
E00603,D00004,C00186,6
E00604,D00004,C00121,8
E00605,D00004,C00284,6
E00606,D00004,C00020,7
E00607,D00004,C00048,6
E00608,D00004,C00118,10
E00609,D00004,C00377,10
E00610,D00004,C00200,7
E00611,D00004,C00188,9
E00612,D00004,C00265,4
E00613,D00004,C00469,9
E00614,D00004,C00324,6
E00615,D00004,C00204,6
E00616,D00004,C00037,5
E00617,D00004,C00379,8
E00618,D00004,C00149,5
E00619,D00004,C00116,5
E00620,D00004,C00410,9
E00621,D00004,C00287,4
E00622,D00004,C00431,5
E00623,D00004,C00103,10
E00624,D00004,C00166,5
E00625,D00004,C00207,10
E00626,D00004,C00203,6
E00627,D00004,C00087,9
E00628,D00004,C00098,7
E00629,D00004,C00139,7
E00630,D00004,C00460,4
E00631,D00004,C00066,9
E00632,D00004,C00309,7
E00633,D00004,C00081,4
E00634,D00004,C00298,5
E00635,D00004,C00280,5
E00636,D00004,C00286,6
E00637,D00004,C00293,7
E00638,D00004,C00408,8
E00639,D00004,C00027,10
E00640,D00004,C00061,7
E00641,D00004,C00069,7
E00642,D00004,C00056,6
E00643,D00004,C00472,5
E00644,D00004,C00226,8
E00645,D00004,C00208,9
E00646,D00004,C00085,10
E00647,D00004,C00145,4
E00648,D00004,C00335,4
E00649,D00004,C00233,7
E00650,D00004,C00347,6
E00651,D00004,C00368,8
E00652,D00004,C00306,6
E00653,D00004,C00057,7
E00654,D00004,C00216,5
E00655,D00004,C00367,5
E00656,D00004,C00277,8
E00657,D00004,C00375,4
E00658,D00004,C00252,5
E00659,D00004,C00036,5
E00660,D00004,C00434,10
E00661,D00004,C00090,10
E00662,D00004,C00134,7
E00663,D00004,C00084,10
E00664,D00004,C00376,4
E00665,D00004,C00113,9
E00666,D00004,C00311,6
E00667,D00004,C00441,5
E00668,D00004,C00059,10
E00669,D00004,C00461,9
E00670,D00004,C00417,6
E00671,D00004,C00263,5
E00672,D00004,C00160,10
E00673,D00004,C00450,7
E00674,D00004,C00437,8
E00675,D00004,C00359,6
E00676,D00004,C00428,10
E00677,D00004,C00302,4
E00678,D00004,C00181,5
E00679,D00004,C00040,7
E00680,D00004,C00459,5
E00681,D00004,C00072,9
E00682,D00004,C00363,9
E00683,D00004,C00262,4
E00684,D00004,C00018,4
E00685,D00004,C00236,9
E00686,D00004,C00144,9
E00687,D00004,C00330,4
E00688,D00004,C00394,10
E00689,D00004,C00029,10
E00690,D00004,C00091,5
E00691,D00004,C00276,4
E00692,D00004,C00458,6
E00693,D00004,C00323,9
E00694,D00004,C00220,7
E00695,D00004,C00462,10
E00696,D00004,C00342,8
E00697,D00004,C00042,10
E00698,D00004,C00076,5
E00699,D00004,C00418,9
E00700,D00004,C00325,7
E00701,D00004,C00426,6
E00702,D00004,C00326,5
E00703,D00004,C00043,4
E00704,D00004,C00447,8
E00705,D00004,C00097,9
E00706,D00004,C00313,9
E00707,D00004,C00364,5
E00708,D00004,C00366,6
E00709,D00004,C00032,8
E00710,D00004,C00468,10
E00711,D00004,C00297,10
E00712,D00004,C00014,5
E00713,D00004,C00016,4
E00714,D00004,C00167,5
E00715,D00004,C00122,6
E00716,D00004,C00158,6
E00717,D00004,C00141,6
E00718,D00004,C00321,6
E00719,D00004,C00009,8
E00720,D00004,C00317,8
E00721,D00004,C00397,7
E00722,D00004,C00127,10
E00723,D00004,C00234,5
E00724,D00004,C00415,8
E00725,D00004,C00320,10
E00726,D00004,C00049,6
E00727,D00004,C00025,9
E00728,D00004,C00140,4
E00729,D00004,C00361,10
E00730,D00004,C00393,9
E00731,D00004,C00067,5
E00732,D00004,C00362,8
E00733,D00004,C00007,7
E00734,D00004,C00232,7
E00735,D00004,C00017,10
E00736,D00004,C00129,4
E00737,D00004,C00182,4
E00738,D00004,C00283,6
E00739,D00004,C00184,5
E00740,D00004,C00430,8
E00741,D00004,C00356,7
E00742,D00004,C00372,7
E00743,D00004,C00405,8
E00744,D00004,C00456,9
E00745,D00004,C00034,5
E00746,D00004,C00310,6
E00747,D00004,C00351,9
E00748,D00004,C00300,8
E00749,D00004,C00192,4
E00750,D00004,C00385,7
E00751,D00004,C00068,8
E00752,D00004,C00329,4
E00753,D00004,C00427,6
E00754,D00004,C00156,6
E00755,D00004,C00238,4
E00756,D00004,C00213,8
E00757,D00004,C00457,9
E00758,D00004,C00373,10
E00759,D00004,C00047,5
E00760,D00004,C00202,8
E00761,D00004,C00407,9
E00762,D00004,C00109,9
E00763,D00004,C00051,9
E00764,D00004,C00400,5
E00765,D00004,C00011,10
E00766,D00004,C00272,10
E00767,D00004,C00006,7
E00768,D00004,C00451,9
E00769,D00004,C00169,8
E00770,D00004,C00250,5
E00771,D00004,C00124,6
E00772,D00004,C00425,6
E00773,D00004,C00292,6
E00774,D00004,C00254,5
E00775,D00004,C00435,5
E00776,D00004,C00191,10
E00777,D00004,C00473,6
E00778,D00004,C00271,9
E00779,D00004,C00198,6
E00780,D00004,C00440,8
E00781,D00004,C00463,5
E00782,D00004,C00004,5
E00783,D00004,C00249,10
E00784,D00004,C00365,5
E00785,D00004,C00214,9
E00786,D00004,C00237,5
E00787,D00004,C00383,5
E00788,D00004,C00102,8
E00789,D00004,C00406,5
E00790,D00004,C00209,4
E00791,D00004,C00258,9
E00792,D00004,C00452,9
E00793,D00004,C00301,5
E00794,D00004,C00093,5
E00795,D00004,C00267,8
E00796,D00004,C00136,6
E00797,D00004,C00212,7
E00798,D00004,C00264,5
E00799,D00004,C00019,8
E00800,D00004,C00053,9
E00801,D00004,C00294,8
E00802,D00004,C00467,6
E00803,D00004,C00353,5
E00804,D00004,C00092,8
E00805,D00004,C00399,6
E00806,D00004,C00083,10
E00807,D00004,C00026,6
E00808,D00004,C00429,6
E00809,D00004,C00104,8
E00810,D00004,C00187,5
E00811,D00004,C00023,7
E00812,D00004,C00012,9
E00813,D00004,C00295,9
E00814,D00004,C00082,10
E00815,D00004,C00299,10
E00816,D00004,C00289,5
E00817,D00004,C00384,4
E00818,D00004,C00257,8
E00819,D00004,C00334,8
E00820,D00004,C00333,9
E00821,D00004,C00269,9
E00822,D00004,C00205,4
E00823,D00004,C00021,8
E00824,D00004,C00281,5
E00825,D00004,C00196,6
E00826,D00004,C00240,8
E00827,D00004,C00259,9
E00828,D00004,C00288,4
E00829,D00004,C00416,5
E00830,D00004,C00343,10
E00831,D00004,C00389,8
E00832,D00004,C00063,5
E00833,D00004,C00466,5
E00834,D00004,C00419,9
E00835,D00004,C00088,9
E00836,D00004,C00307,10
E00837,D00004,C00119,9
E00838,D00004,C00270,4
E00839,D00004,C00296,7
E00840,D00004,C00133,8
E00841,D00004,C00388,9
E00842,D00004,C00340,9
E00843,D00004,C00314,7
E00844,D00004,C00210,4
E00845,D00004,C00345,5
E00846,D00004,C00371,5
E00847,D00004,C00349,7
E00848,D00004,C00242,6
E00849,D00004,C00338,9
E00850,D00004,C00246,6
E00851,D00004,C00052,9
E00852,D00004,C00165,9
E00853,D00004,C00261,10
E00854,D00004,C00010,10
E00855,D00004,C00194,10
E00856,D00004,C00155,10
E00857,D00004,C00412,10
E00858,D00004,C00164,8
E00859,D00004,C00409,5
E00860,D00004,C00256,10
E00861,D00004,C00112,6
E00862,D00004,C00132,4
E00863,D00004,C00336,10
E00864,D00004,C00168,10
E00865,D00004,C00096,4
E00866,D00004,C00126,7
E00867,D00004,C00022,10
E00868,D00004,C00391,4
E00869,D00004,C00464,7
E00870,D00004,C00175,7
E00871,D00004,C00411,4
E00872,D00004,C00224,7
E00873,D00004,C00153,7
E00874,D00004,C00074,5
E00875,D00004,C00395,4
E00876,D00004,C00239,4
E00877,D00004,C00369,9
E00878,D00004,C00120,8
E00879,D00004,C00332,6
E00880,D00004,C00174,9
E00881,D00004,C00179,5
E00882,D00004,C00255,7
E00883,D00004,C00079,6
E00884,D00004,C00111,7
E00885,D00004,C00151,5
E00886,D00004,C00131,6
E00887,D00004,C00253,7
E00888,D00004,C00100,9
E00889,D00004,C00171,5
E00890,D00004,C00396,8
E00891,D00004,C00282,9
E00892,D00004,C00045,10
E00893,D00004,C00380,6
E00894,D00004,C00005,5
E00895,D00004,C00031,8
E00896,D00004,C00339,5
E00897,D00004,C00035,4
E00898,D00004,C00360,7
E00899,D00004,C00138,9
E00900,D00004,C00390,6
E00901,D00004,C00243,6
E00902,D00004,C00030,4
E00903,D00004,C00152,9
E00904,D00004,C00420,6
E00905,D00004,C00064,8
E00906,D00004,C00065,4
E00907,D00004,C00215,4
E00908,D00004,C00413,5
E00909,D00004,C00248,4
E00910,D00004,C00055,10
E00911,D00004,C00080,6
E00912,D00004,C00438,9
E00913,D00004,C00173,8
E00914,D00004,C00433,7
E00915,D00004,C00008,10
E00916,D00004,C00190,7
E00917,D00004,C00154,5
E00918,D00004,C00162,10
E00919,D00004,C00125,7
E00920,D00004,C00071,6
E00921,D00004,C00439,6
E00922,D00004,C00266,5
E00923,D00004,C00322,4
E00924,D00004,C00062,10
E00925,D00004,C00143,8
E00926,D00004,C00094,6
E00927,D00004,C00454,9
E00928,D00004,C00114,5
E00929,D00004,C00176,4
E00930,D00004,C00404,9
E00931,D00004,C00245,6
E00932,D00004,C00274,7
E00933,D00004,C00161,10
E00934,D00004,C00291,5
E00935,D00004,C00044,9
E00936,D00004,C00328,7
E00937,D00004,C00355,10
E00938,D00004,C00290,6
E00939,D00004,C00312,5
E00940,D00004,C00285,6
E00941,D00004,C00170,9
E00942,D00004,C00436,10
E00943,D00004,C00381,5
E00944,D00004,C00206,6
E00945,D00004,C00392,5
E00946,D00004,C00222,4
E00947,D00004,C00159,7
E00948,D00004,C00177,8
E00949,D00004,C00228,5
E00950,D00004,C00135,6
E00951,D00004,C00275,7
E00952,D00004,C00054,10
E00953,D00004,C00218,7
E00954,D00004,C00357,8
E00955,D00004,C00422,10
E00956,D00004,C00219,10
E00957,D00004,C00024,4
E00958,D00004,C00235,5
E00959,D00004,C00107,9
E00960,D00004,C00231,9
E00961,D00004,C00319,7
E00962,D00004,C00318,6
E00963,D00004,C00260,8
E00964,D00004,C00303,4
E00965,D00004,C00015,6
E00966,D00004,C00348,4
E00967,D00004,C00308,8
E00968,D00004,C00046,7
E00969,D00004,C00346,4
E00970,D00004,C00453,6
E00971,D00004,C00193,4
E00972,D00004,C00086,5
E00973,D00005,C00236,4
E00974,D00005,C00265,6
E00975,D00005,C00220,9
E00976,D00005,C00322,9
E00977,D00005,C00053,7
E00978,D00005,C00459,10
E00979,D00005,C00196,5
E00980,D00005,C00305,7
E00981,D00005,C00024,4
E00982,D00005,C00110,8
E00983,D00005,C00445,6
E00984,D00005,C00359,6
E00985,D00005,C00248,7
E00986,D00005,C00388,5
E00987,D00005,C00333,4
E00988,D00005,C00307,7
E00989,D00005,C00075,7
E00990,D00005,C00090,4
E00991,D00005,C00396,4
E00992,D00005,C00025,4
E00993,D00005,C00235,5
E00994,D00005,C00086,7
E00995,D00005,C00208,4
E00996,D00005,C00446,9
E00997,D00005,C00279,5
E00998,D00005,C00415,6
E00999,D00005,C00009,9
